Tag,Issue_Date,Code,Description,Fine Amount,Issue Time,Proximity,Address,Proximity_optional,Address_optional,Province,Month,Hour
***64775,2022-11-20,415,PARK COMMERC LOAD ZONE NOT LDG,40,01:43,NR,30 NELSON ST,,,ON,November,1
***02679,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:44,,85 THE DONWAY W,,,ON,November,1
***46088,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:45,,21 LAWREN HARRIS SQUARE,,,ON,November,1
***01772,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:45,NR,47 WHISTLE POST ST,,,ON,November,1
***40628,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:45,NR,44 GROVE AVE,,,ON,November,1
***67445,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:45,NR,89 MCGILL ST,,,ON,November,1
***64776,2022-11-20,415,PARK COMMERC LOAD ZONE NOT LDG,40,01:45,NR,30 NELSON ST,,,ON,November,1
***70559,2022-11-20,337,PARK - ON BOULEVARD,50,01:45,NR,64 REDHEUGH CRES,,,ON,November,1
***79375,2022-11-20,419,STAND NON-TAXI IN SIGNED STAND,60,01:46,NR,461 KING ST W,,,ON,November,1
***80686,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:46,AT,555 REXDALE BLVD,,,ON,November,1
***98516,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:46,NR,60 PARKWAY AVE,,,ON,November,1
***67446,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:47,NR,89 MCGILL ST,,,ON,November,1
***60198,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,01:47,NR,635 RUSHTON RD,,,ON,November,1
***79376,2022-11-20,419,STAND NON-TAXI IN SIGNED STAND,60,01:47,NR,461 KING ST W,,,ON,November,1
***98911,2022-11-20,337,PARK - ON BOULEVARD,50,01:47,NR,64 REDHEUGH CRES,,,ON,November,1
***02680,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:48,,85 THE DONWAY W,,,ON,November,1
***46089,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:48,,21 LAWREN HARRIS SQUARE,,,ON,November,1
***67447,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:48,NR,89 MCGILL ST,,,ON,November,1
***07642,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:48,NR,4 QUEENSDALE AVE,,,ON,November,1
***79377,2022-11-20,419,STAND NON-TAXI IN SIGNED STAND,60,01:48,NR,469 KING ST W,,,ON,November,1
***80687,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:48,AT,555 REXDALE BLVD,,,ON,November,1
***98912,2022-11-20,337,PARK - ON BOULEVARD,50,01:48,NR,64 REDHEUGH CRES,,,ON,November,1
***80688,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:49,AT,555 REXDALE BLVD,,,ON,November,1
***98517,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:49,NR,50 PARKWAY AVE,,,ON,November,1
***79378,2022-11-20,415,PARK COMMERC LOAD ZONE NOT LDG,40,01:50,NR,500 KING ST W,,,QC,November,1
***80689,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:50,AT,555 REXDALE BLVD,,,ON,November,1
***42825,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:51,,10 RODDA BOULEVARD,,,ON,November,1
***07643,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:51,NR,116 LINSMORE CRES,,,ON,November,1
***67448,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:52,NR,211 MUTUAL ST,,,ON,November,1
***80690,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:52,AT,555 REXDALE BLVD,,,ON,November,1
***80691,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:52,AT,555 REXDALE BLVD,,,ON,November,1
***98518,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:52,NR,36 PARKWAY AVE,,,ON,November,1
***67449,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:53,NR,211 MUTUAL ST,,,ON,November,1
***98519,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:53,NR,36 PARKWAY AVE,,,ON,November,1
***02681,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:54,,85 THE DONWAY W,,,ON,November,1
***43668,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:55,,70 PENGARTH COURT,,,ON,November,1
***67450,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:55,NR,211 MUTUAL ST,,,ON,November,1
***92372,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:55,AT,238 WELLESLEY ST E,,,ON,November,1
***60199,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:55,N/S,VALEWOOD AVE,E/O,ARLINGTON AVE,ON,November,1
***98520,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:55,NR,16 PARKWAY AVE,,,ON,November,1
***67451,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:56,NR,219 MUTUAL ST,,,ON,November,1
***92373,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:56,AT,238 WELLESLEY ST E,,,ON,November,1
***07644,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:56,NR,6 OAKDENE CRES,,,ON,November,1
***98521,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:56,NR,16 PARKWAY AVE,,,ON,November,1
***02682,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:57,,85 THE DONWAY W,,,ON,November,1
***67452,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:57,NR,219 MUTUAL ST,,,ON,November,1
***60200,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:57,N/S,VALEWOOD AVE,E/O,ARLINGTON AVE,ON,November,1
***03562,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:58,,3580 LAKESHORE BLVD W,,,ON,November,1
***67453,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:58,NR,219 MUTUAL ST,,,ON,November,1
***07645,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,01:58,NR,6 OAKDENE CRES,,,ON,November,1
***03563,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,01:59,,3580 LAKESHORE BLVD W,,,ON,November,1
***55607,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,01:59,N/S,NELSON ST,W/O,DUNCAN ST,ON,November,1
***03119,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:00,,18 MERTON STREET,,,ON,November,2
***67454,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:00,NR,219 MUTUAL ST,,,ON,November,2
***07646,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:00,NR,197 STRATHMORE BLVD,,,ON,November,2
***44606,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:00,N/S,WELLINGTON ST W,W/O,SPADINA AVE,ON,November,2
***64777,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:00,S/S,BULWER ST,E/O,SPADINA AVE,ON,November,2
***98522,2022-11-20,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,02:00,OPP,30 GLENDALE AVE,,,ON,November,2
***03564,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:01,,3580 LAKESHORE BLVD W,,,ON,November,2
***67455,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:01,NR,219 MUTUAL ST,,,ON,November,2
***03565,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:02,,3580 LAKESHORE BLVD W,,,ON,November,2
***97904,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:02,N/S,WELLINGTON ST W,E/O,PORTLAND ST,ON,November,2
***40629,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:02,OPP,874 QUEEN ST W,,,ON,November,2
***67456,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:02,NR,219 MUTUAL ST,,,ON,November,2
***60201,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:02,N/S,VALEWOOD AVE,W/O,RUSHTON RD,ON,November,2
***64778,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:02,OPP,8 BULWER ST,,,ON,November,2
***16855,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:02,NR,224 PALMERSTON AVE,,,ON,November,2
***03043,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:03,,2800 KEELE STREET,,,ON,November,2
***97905,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:03,N/S,WELLINGTON ST W,E/O,PORTLAND ST,ON,November,2
***40630,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:03,NR,874 QUEEN ST W,,,ON,November,2
***44607,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:03,N/S,WELLINGTON ST W,W/O,SPADINA AVE,ON,November,2
***03566,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:04,,3580 LAKESHORE BLVD W,,,ON,November,2
***37254,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:04,NR,193 BARRINGTON AVE,,,ON,November,2
***40631,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:04,NR,874 QUEEN ST W,,,ON,November,2
***67457,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:04,NR,121 GRANBY ST,,,ON,November,2
***16856,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:04,NR,224 PALMERSTON AVE,,,ON,November,2
***03250,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:05,,2687 KIPLING AVE,,,ON,November,2
***67458,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:05,NR,121 GRANBY ST,,,ON,November,2
***07647,2022-11-20,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,02:05,NR,205 STRATHMORE BLVD,,,ON,November,2
***44608,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:05,N/S,WELLINGTON ST W,W/O,SPADINA AVE,ON,November,2
***50408,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:05,NR,199 RICHMOND ST W,,,ON,November,2
***55608,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:05,NR,199 RICHMOND ST W,,,ON,November,2
***16857,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:05,NR,224 PALMERSTON AVE,,,ON,November,2
***03044,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:06,,2800 KEELE STREET,,,ON,November,2
***41614,2022-11-20,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,02:06,NR,473 ADELAIDE ST W,,,ON,November,2
***97906,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:06,N/S,WELLINGTON ST W,E/O,PORTLAND ST,ON,November,2
***40632,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:06,NR,887 QUEEN ST W,,,ON,November,2
***50409,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:06,NR,199 RICHMOND ST W,,,ON,November,2
***64779,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:06,NR,22 SOHO ST,,,ON,November,2
***03251,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:07,,2687 KIPLING AVE,,,ON,November,2
***01773,2022-11-20,48,FAIL TO PARK/STOP PARALL. CURB,30,02:07,NR,94 NEVILLE PARK BLVD,,,ON,November,2
***40633,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:07,NR,887 QUEEN ST W,,,ON,November,2
***50410,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:08,NR,199 RICHMOND ST W,,,ON,November,2
***55609,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:08,NR,199 RICHMOND ST W,,,ON,November,2
***03045,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:09,,2800 KEELE STREET,,,ON,November,2
***03252,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:09,,2687 KIPLING AVE,,,ON,November,2
***40634,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:09,NR,764 QUEEN ST W,,,ON,November,2
***60202,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:09,N/S,VALEWOOD AVE,E/O,RUSHTON RD,ON,November,2
***45375,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:10,NR,764 QUEEN ST W,,,ON,November,2
***07648,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:10,NR,107 STRATHMORE BLVD,,,ON,November,2
***60203,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:10,N/S,VALEWOOD AVE,E/O,RUSHTON RD,ON,November,2
***03046,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:11,,2800 KEELE STREET,,,ON,November,2
***01774,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:11,NR,2336 QUEEN ST E,,,QC,November,2
***45376,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:11,NR,764 QUEEN ST W,,,ON,November,2
***06200,2022-11-20,4,PARK ON MUNICIPAL PROPERTY,30,02:11,AT,50 ANN O'REILLY RD,,,ON,November,2
***64780,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:11,NR,48 BEVERLEY ST,,,ON,November,2
***03253,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:12,,2687 KIPLING AVE,,,ON,November,2
***37255,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:12,NR,482 MAIN ST,,,ON,November,2
***06201,2022-11-20,4,PARK ON MUNICIPAL PROPERTY,30,02:12,AT,50 ANN O'REILLY RD,,,ON,November,2
***44507,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:12,NR,9 GOLDWIN AVE,,,ON,November,2
***49240,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:12,AT,5310 FINCH AVE E,,,QC,November,2
***50411,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:12,S/S,RICHMOND ST W,E/O,JOHN ST,ON,November,2
***55610,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:12,OPP,260 RICHMOND ST W,,,ON,November,2
***06202,2022-11-20,4,PARK ON MUNICIPAL PROPERTY,30,02:13,AT,50 ANN O'REILLY RD,,,ON,November,2
***44508,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:13,NR,23 GOLDWIN AVE,,,ON,November,2
***06694,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:14,NR,2441 QUEEN ST E,,,ON,November,2
***06203,2022-11-20,4,PARK ON MUNICIPAL PROPERTY,30,02:14,AT,50 ANN O'REILLY RD,,,ON,November,2
***67459,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:14,NR,97 GRANBY ST,,,ON,November,2
***44509,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:14,NR,33 GOLDWIN AVE,,,ON,November,2
***49241,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:14,AT,5310 FINCH AVE E,,,ON,November,2
***55611,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:14,OPP,260 RICHMOND ST W,,,ON,November,2
***64781,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:14,NR,3 GRANGE AVE,,,ON,November,2
***98523,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:14,AT,105 THE QUEENSWAY,,,ON,November,2
***50412,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:15,NR,225 RICHMOND ST W,,,ON,November,2
***42826,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:16,,110 LING ROAD,,,ON,November,2
***06695,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:16,NR,2248 QUEEN ST E,,,ON,November,2
***45377,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:16,NR,813 QUEEN ST W,,,ON,November,2
***44510,2022-11-20,83,PARK-SIGNED HWY-TURNING BASIN,40,02:16,NR,43 GOLDWIN AVE,,,ON,November,2
***55612,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:16,OPP,260 RICHMOND ST W,,,ON,November,2
***64782,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:16,NR,9 GRANGE AVE,,,ON,November,2
***37256,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:17,NR,538 MAIN ST,,,ON,November,2
***44511,2022-11-20,83,PARK-SIGNED HWY-TURNING BASIN,40,02:17,NR,43 GOLDWIN AVE,,,ON,November,2
***44512,2022-11-20,83,PARK-SIGNED HWY-TURNING BASIN,40,02:18,NR,43 GOLDWIN AVE,,,ON,November,2
***97907,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:19,NR,525 RICHMOND ST W,,,ON,November,2
***44513,2022-11-20,83,PARK-SIGNED HWY-TURNING BASIN,40,02:19,NR,43 GOLDWIN AVE,,,ON,November,2
***44514,2022-11-20,83,PARK-SIGNED HWY-TURNING BASIN,40,02:19,NR,43 GOLDWIN AVE,,,ON,November,2
***44609,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:19,S/S,RICHMOND ST W,E/O,PORTLAND ST,ON,November,2
***44610,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:19,S/S,RICHMOND ST W,E/O,PORTLAND ST,ON,November,2
***64783,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:21,NR,50 HURON ST,,,ON,November,2
***60204,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:22,NR,24 CHERRYWOOD AVE,,,ON,November,2
***64784,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:22,NR,54 HURON ST,,,ON,November,2
***01438,2022-11-20,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,02:22,NR,580 KING ST W,,,ON,November,2
***06696,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:24,NR,35 BROADWAY AVE,,,ON,November,2
***16858,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:24,AT,539 QUEENS QUAY W,,,ON,November,2
***18574,2022-11-20,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,02:25,NR,580 KING ST W,,,QC,November,2
***03120,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:26,,10 HOGARTH AVENUE,,,ON,November,2
***06697,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:26,NR,75 WINNERS CRCL,,,ON,November,2
***37257,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:26,NR,84 HARRIS AVE,,,ON,November,2
***06698,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:28,NR,47 WINNERS CRCL,,,ON,November,2
***37258,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:28,NR,94 HARRIS AVE,,,ON,November,2
***67460,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:28,NR,157 GERRARD ST E,,,ON,November,2
***67461,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:29,NR,157 GERRARD ST E,,,PE,November,2
***42827,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:31,,4662 KINGSTON ROAD,,,ON,November,2
***41615,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:31,NR,530 ADELAIDE ST W,,,ON,November,2
***06204,2022-11-20,4,PARK ON MUNICIPAL PROPERTY,30,02:31,AT,1700 EGLINTON AVE E,,,ON,November,2
***06205,2022-11-20,4,PARK ON MUNICIPAL PROPERTY,30,02:32,AT,1700 EGLINTON AVE E,,,ON,November,2
***09985,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:32,AT,5 MARINE PARADE DR,,,ON,November,2
***16859,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:32,NR,26 FORT YORK BLVD,,,ON,November,2
***41616,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:33,NR,530 ADELAIDE ST W,,,ON,November,2
***06699,2022-11-20,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,02:33,NR,44 CONNAUGHT AVE,,,ON,November,2
***67462,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:33,NR,183 GERRARD ST E,,,ON,November,2
***98524,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:33,AT,45 SOUTHPORT ST,,,ON,November,2
***03047,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:34,,23 FORBES AVENUE,,,ON,November,2
***52739,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:34,NR,552 ADELAIDE ST W,,,BC,November,2
***06700,2022-11-20,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,02:34,NR,44 CONNAUGHT AVE,,,ON,November,2
***44515,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:34,OPP,16 ARTHUR ST,,,ON,November,2
***49242,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:34,AT,108 PURPLEDUSK TRL,,,ON,November,2
***16860,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:34,NR,26 FORT YORK BLVD,,,ON,November,2
***44516,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:35,NR,16 ARTHUR ST,,,ON,November,2
***50413,2022-11-20,192,STAND SIGNED TRANSIT STOP,150,02:35,NR,383 QUEEN ST W,,,ON,November,2
***55613,2022-11-20,192,STAND SIGNED TRANSIT STOP,150,02:35,OPP,308 QUEEN ST W,,,ON,November,2
***64785,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:35,AT,37 GROSVENOR ST,,,ON,November,2
***64786,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:35,AT,37 GROSVENOR ST,,,ON,November,2
***03121,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:36,,655 BROADVIEW AVENUE,,,ON,November,2
***44517,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:36,NR,16 ARTHUR ST,,,ON,November,2
***98525,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:36,AT,45 SOUTHPORT ST,,,ON,November,2
***99615,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:37,,75 GOSFORD  BLVD,,,ON,November,2
***03048,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:37,,23 FORBES AVENUE,,,ON,November,2
***37259,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:37,NR,26 HARRIS AVE,,,ON,November,2
***44518,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:37,NR,14 ARTHUR ST,,,ON,November,2
***44519,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:37,NR,10 ARTHUR ST,,,ON,November,2
***64787,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:37,AT,37 GROSVENOR ST,,,ON,November,2
***64788,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:37,AT,37 GROSVENOR ST,,,ON,November,2
***49243,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:38,AT,115 PURPLEDUSK TRL,,,ON,November,2
***98526,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:38,AT,45 SOUTHPORT ST,,,ON,November,2
***16861,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:38,NR,98 FORT YORK BLVD,,,ON,November,2
***49244,2022-11-20,347,PARK IN A FIRE ROUTE,250,02:39,AT,115 PURPLEDUSK TRL,,,ON,November,2
***16862,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:39,NR,98 FORT YORK BLVD,,,ON,November,2
***03122,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:40,,655 BROADVIEW AVENUE,,,ON,November,2
***57647,2022-11-20,8,STAND VEH.-PROHIBIT TIME/DAY,100,02:40,NR,480 ADELAIDE ST W,,,ON,November,2
***06701,2022-11-20,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,02:40,NR,798 QUEEN ST E,,,ON,November,2
***37260,2022-11-20,29,PARK PROHIBITED TIME NO PERMIT,30,02:40,NR,18 CHISHOLM AVE,,,ON,November,2
***07649,2022-11-20,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,02:40,NR,1 MIDBURN AVE,,,ON,November,2
***60205,2022-11-20,3,PARK ON PRIVATE PROPERTY,30,02:40,AT,500 ST CLAIR AVE W,,,ON,November,2
