tag,issue_date,code,description,fine_amount,issue_time,proximity,address,proximity_optional,address_optional,province
***92840,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,OPP,67 BOULTON AVE,,,OH
***56341,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:10,OPP,6 GORE ST,,,ON
***42688,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:11,,607 THE EAST MALL,,,ON
***39284,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:11,E/S,NAIRN AVE,S/O,THORNTON AVE,ON
***78811,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:11,NR,22 MC CAUL ST,,,ON
***32610,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:11,NR,4101 DUNDAS ST W,,,ON
***56342,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:11,OPP,6 GORE ST,,,ON
***42689,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:12,,607 THE EAST MALL,,,ON
***52300,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:12,NR,575 QUEEN ST W,,,ON
***07609,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:12,NR,571 QUEEN ST W,,,ON
***32611,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:12,NR,4101 DUNDAS ST W,,,ON
***96795,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:13,,333 WILSON AV,,,ON
***78812,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,22 MC CAUL ST,,,ON
***92841,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,OPP,107 BOULTON AVE,,,ON
***12248,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:13,NR,629 KING ST W,,,ON
***16925,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,184 OSSINGTON AVE,,,ON
***32612,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:13,NR,4101 DUNDAS ST W,,,ON
***56343,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,25 CLINTON ST,,,ON
***42690,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:14,,607 THE EAST MALL,,,ON
***78813,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,22 MC CAUL ST,,,ON
***92842,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,OPP,107 BOULTON AVE,,,ON
***16926,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,186 OSSINGTON AVE,,,SK
***39285,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,E/S,NAIRN AVE,S/O,THORNTON AVE,ON
***78814,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,NR,22 MC CAUL ST,,,ON
***92843,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,OPP,109 BOULTON AVE,,,ON
***16927,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,NR,190 OSSINGTON AVE,,,ON
***39286,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,503 NAIRN AVE,,,ON
***16928,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,190 OSSINGTON AVE,,,ON
***39727,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:16,AT,735 COLLEGE ST,,,ON
***82321,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:17,NR,22 MC CAUL ST,,,ON
***39728,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:17,AT,735 COLLEGE ST,,,ON
***56344,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:17,E/S,CLINTON ST,N/O,COLLEGE ST,ON
***39729,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:18,AT,735 COLLEGE ST,,,ON
***39730,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:18,AT,735 COLLEGE ST,,,ON
***56345,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:18,E/S,CLINTON ST,N/O,COLLEGE ST,ON
***96048,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:19,,25 SELBY ST,,,ON
***43655,2022-11-26,49,FAIL TO PARK/STOP PARALL. RGHT,30,00:19,NR,71 PONY FARM DR,,,ON
***83472,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:19,N/S,NELSON ST,E/O,JOHN ST,ON
***39731,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:19,AT,735 COLLEGE ST,,,ON
***42505,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:19,N/S,NELSON ST,E/O,JOHN ST,ON
***39287,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,405 NAIRN AVE,,,ON
***81987,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,124 BARRINGTON AVE,,,ON
***82322,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,18 BEVERLEY ST,,,ON
***83473,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:20,N/S,NELSON ST,E/O,JOHN ST,ON
***42506,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:20,N/S,NELSON ST,E/O,JOHN ST,ON
***56346,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,59 CLINTON ST,,,ON
***76467,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:21,,63 WIDDICOMBE HILL BLVD,,,ON
***39288,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,399 NAIRN AVE,,,ON
***82323,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,18 BEVERLEY ST,,,ON
***82324,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,18 BEVERLEY ST,,,ON
***83474,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:21,N/S,NELSON ST,E/O,JOHN ST,ON
***12249,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,56 STEWART ST,,,ON
***39732,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:21,AT,735 COLLEGE ST,,,ON
***42507,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:21,N/S,NELSON ST,E/O,JOHN ST,ON
***42508,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:21,N/S,NELSON ST,E/O,JOHN ST,GA
***56347,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,59 CLINTON ST,,,ON
***56348,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,59 CLINTON ST,,,ON
***04404,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,52 STEWART ST,,,ON
***81988,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,134 BARRINGTON AVE,,,ON
***82325,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,18 BEVERLEY ST,,,ON
***96049,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:23,,25 SELBY ST,,,ON
***39289,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,387 NAIRN AVE,,,ON
***12250,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,38 STEWART ST,,,ON
***42509,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:23,S/S,NELSON ST,E/O,JOHN ST,ON
***56349,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,89 CLINTON ST,,,ON
***22274,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:24,,9548 SHEPPARD AVE,,,ON
***04405,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,38 STEWART ST,,,ON
***39290,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,387 NAIRN AVE,,,ON
***16929,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,33 CANNIFF ST,,,ON
***39733,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,426 SHAW ST,,,ON
***43571,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,NR,395 KANE AVE,,,ON
***92844,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,OPP,173 DE GRASSI ST,,,ON
***39734,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,NR,426 SHAW ST,,,ON
***42239,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43572,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,395 KANE AVE,,,ON
***43656,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:26,AT,10 WILLOWRIDGE RD,,,ON
***12251,2022-11-26,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:26,NR,32 STEWART ST,,,ON
***39735,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,426 SHAW ST,,,ON
***39736,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,426 SHAW ST,,,LA
***04406,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,32 STEWART ST,,,ON
***42240,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,E/S,MARGUERETTA ST,S/O,BLOOR ST W,NY
***43573,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,393 KANE AVE,,,ON
***43657,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:27,AT,10 WILLOWRIDGE RD,,,ON
***81989,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:27,OPP,166 BARRINGTON AVE,,,ON
***12252,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,32 STEWART ST,,,ON
***04407,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,32 STEWART ST,,,ON
***39291,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,28 THORNTON AVE,,,ON
***42241,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43658,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:28,AT,10 WILLOWRIDGE RD,,,ON
***43659,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:28,AT,10 WILLOWRIDGE RD,,,ON
***92845,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,128 DE GRASSI ST,,,ON
***39737,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,426 SHAW ST,,,ON
***39292,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,20 THORNTON AVE,,,ON
***42242,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43574,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,325 KANE AVE,,,ON
***43660,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:29,AT,10 WILLOWRIDGE RD,,,ON
***12253,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,32 STEWART ST,,,ON
***16930,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,69 LYNN WILLIAMS ST,,,ON
***04408,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,20 STEWART ST,,,ON
***42243,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43661,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:30,AT,10 WILLOWRIDGE RD,,,ON
***48092,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,189 BEATRICE ST,,,ON
***81990,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,OPP,195 BARRINGTON AVE,,,ON
***39738,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,426 SHAW ST,,,ON
***39739,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,426 SHAW ST,,,ON
***79550,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:31,,25 SELBY ST,,,ON
***39293,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:31,N/S,THORNTON AVE,E/O,NAIRN AVE,ON
***43575,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,42 HOLWOOD AVE,,,ON
***43662,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:31,AT,10 WILLOWRIDGE RD,,,ON
***48093,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,189 BEATRICE ST,,,ON
***12254,2022-11-26,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:31,NR,20 STEWART ST,,,ON
***16931,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:31,NR,69 LYNN WILLIAMS ST,,,ON
***39740,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,426 SHAW ST,,,ON
***56350,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,OPP,136 CLINTON ST,,,ON
***42244,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43576,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,42 HOLWOOD AVE,,,ON
***43663,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:32,AT,10 WILLOWRIDGE RD,,,AB
***81991,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:32,NR,195 BARRINGTON AVE,,,ON
***83475,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,180 JOHN ST,,,MI
***42510,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,180 JOHN ST,,,ON
***56351,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,OPP,136 CLINTON ST,,,ON
***79551,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:33,,25 SELBY ST,,,ON
***42245,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,E/S,MARGUERETTA ST,S/O,BLOOR ST W,QC
***43577,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,38 HOLWOOD AVE,,,ON
***43664,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:33,AT,10 WILLOWRIDGE RD,,,ON
***83476,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,180 JOHN ST,,,ON
***42511,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,180 JOHN ST,,,QC
***43578,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,38 HOLWOOD AVE,,,ON
***16932,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,OPP,100 WESTERN BATTERY RD,,,ON
***39741,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,426 SHAW ST,,,ON
***56352,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,OPP,158 CLINTON ST,,,ON
***39294,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,2 THORNTON AVE,,,ON
***42246,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43579,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,20 HOLWOOD AVE,,,ON
***48094,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,189 BEATRICE ST,,,ON
***48095,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,189 BEATRICE ST,,,ON
***39742,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,426 SHAW ST,,,ON
***43580,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,20 HOLWOOD AVE,,,ON
***82326,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:36,NR,552 YONGE ST,,,ON
***27716,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:37,,80 EASTWOOD PARK GARDENS,,,ON
***42247,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43581,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,NR,16 HOLWOOD AVE,,,ON
***43911,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:37,AT,99 BROADWAY AVE,,,ON
***48096,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,NR,189 BEATRICE ST,,,ON
***16933,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,OPP,50 WESTERN BATTERY RD,,,ON
***39295,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:38,NR,604 HARVIE AVE,,,ON
***43912,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:38,AT,99 BROADWAY AVE,,,ON
***43582,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,267 KANE AVE,,,ON
***39296,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,NR,624 HARVIE AVE,,,ON
***42248,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,E/S,MARGUERETTA ST,S/O,BLOOR ST W,NS
***43583,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,250 KANE AVE,,,ON
***83477,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,16 SOHO ST,,,ON
***42249,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON
***43584,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,NR,250 KANE AVE,,,ON
***43913,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:42,AT,99 BROADWAY AVE,,,ON
***47478,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:42,AT,32 FOREST MANOR RD,,,ON
***82327,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:42,NR,31 ST JOSEPH ST,,,ON
***15503,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:43,,931 PROGRESS AVE,,,ON
***43665,2022-11-26,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:43,NR,43 WILLOWRIDGE RD,,,OH
***92846,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:43,NR,61 MC GEE ST,,,ON
***92847,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,NR,69 MC GEE ST,,,ON
***42250,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***42512,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,NR,44 PHOEBE ST,,,ON
***42251,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:46,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***27717,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:47,,150 LONG BRANCH AV E,,,ON
***39297,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:47,NR,59 BRANSTONE RD,,,PA
***42252,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***43585,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,NR,356 BLACKTHORN AVE,,,ON
***42253,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***43586,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,NR,384 BLACKTHORN AVE,,,ON
***83478,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:50,S/S,BULWER ST,W/O,SOHO ST,ON
***42513,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:50,S/S,BULWER ST,W/O,SOHO ST,ON
***79552,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:51,,100 MAITLAND ST,,,ON
***42254,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***42514,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:51,S/S,BULWER ST,W/O,SOHO ST,ON
***39298,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,OPP,24 BRANSTONE RD,,,ON
***43587,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,NR,60 AILEEN AVE,,,ON
***48097,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:52,NR,198 MONTROSE AVE,,,ON
***39299,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:53,OPP,24 BRANSTONE RD,,,ON
***42255,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:53,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***48098,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:53,NR,198 MONTROSE AVE,,,ON
***81992,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:53,OPP,1069 LOGAN AVE,,,ON
***43588,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,18 AILEEN AVE,,,ON
***82328,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,6 ST JOSEPH ST,,,ON
***41381,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:54,AT,170 CHALKFARM DR,,,ON
***42256,2022-11-26,336,PARK-FAIL TO DISPLAY PERMIT,30,00:55,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***43589,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,NR,412 BLACKTHORN AVE,,,ON
***48099,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,NR,198 MONTROSE AVE,,,ON
***32613,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,NR,101 THIRTEENTH ST,,,ON
***81993,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:56,OPP,1069 LOGAN AVE,,,ON
***82329,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:56,NR,6 ST JOSEPH ST,,,ON
***41382,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:56,AT,180 CHALKFARM DR,,,ON
***42257,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:57,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON
***48100,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:57,NR,198 MONTROSE AVE,,,ON
***82330,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:57,NR,6 ST JOSEPH ST,,,ON
***39743,2022-11-26,134,PARK-SIGNED HWY-PUBLIC LANE,40,00:57,NR,9 ADELAIDE PL,,,ON
***41383,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:57,AT,180 CHALKFARM DR,,,ON
***82331,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:58,NR,12 ST JOSEPH ST,,,ON
