Tag,Issue_Date,Code,Description,Fine Amount,Issue Time,Proximity,Address,Proximity_optional,Address_optional,Province,Month,Hour
***42237,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:05,NR,282 INDIAN ROAD CRES,,,ON,November,0
***56337,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:05,NR,1 CLINTON ST,,,ON,November,0
***92837,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:06,NR,14 BOULTON AVE,,,ON,November,0
***56338,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:06,NR,1 CLINTON ST,,,ON,November,0
***42238,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:07,NR,302 INDIAN ROAD CRES,,,ON,November,0
***92838,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:07,OPP,17 BOULTON AVE,,,QC,November,0
***41380,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:07,OPP,2 PARKE ST,,,ON,November,0
***56339,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:07,NR,3 CLINTON ST,,,ON,November,0
***92839,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,OPP,59 BOULTON AVE,,,ON,November,0
***56340,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,NR,6 GORE ST,,,ON,November,0
***52299,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:10,NR,486 QUEEN ST W,,,NY,November,0
***92840,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,OPP,67 BOULTON AVE,,,OH,November,0
***56341,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:10,OPP,6 GORE ST,,,ON,November,0
***42688,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:11,,607 THE EAST MALL,,,ON,November,0
***39284,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:11,E/S,NAIRN AVE,S/O,THORNTON AVE,ON,November,0
***78811,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:11,NR,22 MC CAUL ST,,,ON,November,0
***32610,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:11,NR,4101 DUNDAS ST W,,,ON,November,0
***56342,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:11,OPP,6 GORE ST,,,ON,November,0
***42689,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:12,,607 THE EAST MALL,,,ON,November,0
***52300,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:12,NR,575 QUEEN ST W,,,ON,November,0
***07609,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:12,NR,571 QUEEN ST W,,,ON,November,0
***32611,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:12,NR,4101 DUNDAS ST W,,,ON,November,0
***96795,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:13,,333 WILSON AV,,,ON,November,0
***78812,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,22 MC CAUL ST,,,ON,November,0
***92841,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,OPP,107 BOULTON AVE,,,ON,November,0
***12248,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:13,NR,629 KING ST W,,,ON,November,0
***16925,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,184 OSSINGTON AVE,,,ON,November,0
***32612,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:13,NR,4101 DUNDAS ST W,,,ON,November,0
***56343,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,25 CLINTON ST,,,ON,November,0
***42690,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:14,,607 THE EAST MALL,,,ON,November,0
***78813,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,22 MC CAUL ST,,,ON,November,0
***92842,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,OPP,107 BOULTON AVE,,,ON,November,0
***16926,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,186 OSSINGTON AVE,,,SK,November,0
***39285,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,E/S,NAIRN AVE,S/O,THORNTON AVE,ON,November,0
***78814,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,NR,22 MC CAUL ST,,,ON,November,0
***92843,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,OPP,109 BOULTON AVE,,,ON,November,0
***16927,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,NR,190 OSSINGTON AVE,,,ON,November,0
***39286,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,503 NAIRN AVE,,,ON,November,0
***16928,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,190 OSSINGTON AVE,,,ON,November,0
***39727,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:16,AT,735 COLLEGE ST,,,ON,November,0
***82321,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:17,NR,22 MC CAUL ST,,,ON,November,0
***39728,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:17,AT,735 COLLEGE ST,,,ON,November,0
***56344,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:17,E/S,CLINTON ST,N/O,COLLEGE ST,ON,November,0
***39729,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:18,AT,735 COLLEGE ST,,,ON,November,0
***39730,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:18,AT,735 COLLEGE ST,,,ON,November,0
***56345,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:18,E/S,CLINTON ST,N/O,COLLEGE ST,ON,November,0
***96048,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:19,,25 SELBY ST,,,ON,November,0
***43655,2022-11-26,49,FAIL TO PARK/STOP PARALL. RGHT,30,00:19,NR,71 PONY FARM DR,,,ON,November,0
***83472,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:19,N/S,NELSON ST,E/O,JOHN ST,ON,November,0
***39731,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:19,AT,735 COLLEGE ST,,,ON,November,0
***42505,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:19,N/S,NELSON ST,E/O,JOHN ST,ON,November,0
***39287,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,405 NAIRN AVE,,,ON,November,0
***81987,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,124 BARRINGTON AVE,,,ON,November,0
***82322,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,18 BEVERLEY ST,,,ON,November,0
***83473,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:20,N/S,NELSON ST,E/O,JOHN ST,ON,November,0
***42506,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:20,N/S,NELSON ST,E/O,JOHN ST,ON,November,0
***56346,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,59 CLINTON ST,,,ON,November,0
***76467,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:21,,63 WIDDICOMBE HILL BLVD,,,ON,November,0
***39288,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,399 NAIRN AVE,,,ON,November,0
***82323,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,18 BEVERLEY ST,,,ON,November,0
***82324,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,18 BEVERLEY ST,,,ON,November,0
***83474,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:21,N/S,NELSON ST,E/O,JOHN ST,ON,November,0
***12249,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,56 STEWART ST,,,ON,November,0
***39732,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:21,AT,735 COLLEGE ST,,,ON,November,0
***42507,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:21,N/S,NELSON ST,E/O,JOHN ST,ON,November,0
***42508,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:21,N/S,NELSON ST,E/O,JOHN ST,GA,November,0
***56347,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,59 CLINTON ST,,,ON,November,0
***56348,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,59 CLINTON ST,,,ON,November,0
***04404,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,52 STEWART ST,,,ON,November,0
***81988,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,134 BARRINGTON AVE,,,ON,November,0
***82325,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,18 BEVERLEY ST,,,ON,November,0
***96049,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:23,,25 SELBY ST,,,ON,November,0
***39289,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,387 NAIRN AVE,,,ON,November,0
***12250,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,38 STEWART ST,,,ON,November,0
***42509,2022-11-26,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:23,S/S,NELSON ST,E/O,JOHN ST,ON,November,0
***56349,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,89 CLINTON ST,,,ON,November,0
***22274,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:24,,9548 SHEPPARD AVE,,,ON,November,0
***04405,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,38 STEWART ST,,,ON,November,0
***39290,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,387 NAIRN AVE,,,ON,November,0
***16929,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,33 CANNIFF ST,,,ON,November,0
***39733,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,426 SHAW ST,,,ON,November,0
***43571,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,NR,395 KANE AVE,,,ON,November,0
***92844,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,OPP,173 DE GRASSI ST,,,ON,November,0
***39734,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,NR,426 SHAW ST,,,ON,November,0
***42239,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43572,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,395 KANE AVE,,,ON,November,0
***43656,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:26,AT,10 WILLOWRIDGE RD,,,ON,November,0
***12251,2022-11-26,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:26,NR,32 STEWART ST,,,ON,November,0
***39735,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,426 SHAW ST,,,ON,November,0
***39736,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,426 SHAW ST,,,LA,November,0
***04406,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,32 STEWART ST,,,ON,November,0
***42240,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,E/S,MARGUERETTA ST,S/O,BLOOR ST W,NY,November,0
***43573,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,393 KANE AVE,,,ON,November,0
***43657,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:27,AT,10 WILLOWRIDGE RD,,,ON,November,0
***81989,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:27,OPP,166 BARRINGTON AVE,,,ON,November,0
***12252,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,32 STEWART ST,,,ON,November,0
***04407,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,32 STEWART ST,,,ON,November,0
***39291,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,28 THORNTON AVE,,,ON,November,0
***42241,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43658,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:28,AT,10 WILLOWRIDGE RD,,,ON,November,0
***43659,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:28,AT,10 WILLOWRIDGE RD,,,ON,November,0
***92845,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,128 DE GRASSI ST,,,ON,November,0
***39737,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,426 SHAW ST,,,ON,November,0
***39292,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,20 THORNTON AVE,,,ON,November,0
***42242,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43574,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,325 KANE AVE,,,ON,November,0
***43660,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:29,AT,10 WILLOWRIDGE RD,,,ON,November,0
***12253,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,32 STEWART ST,,,ON,November,0
***16930,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,69 LYNN WILLIAMS ST,,,ON,November,0
***04408,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,20 STEWART ST,,,ON,November,0
***42243,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43661,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:30,AT,10 WILLOWRIDGE RD,,,ON,November,0
***48092,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,189 BEATRICE ST,,,ON,November,0
***81990,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,OPP,195 BARRINGTON AVE,,,ON,November,0
***39738,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,426 SHAW ST,,,ON,November,0
***39739,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,426 SHAW ST,,,ON,November,0
***79550,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:31,,25 SELBY ST,,,ON,November,0
***39293,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:31,N/S,THORNTON AVE,E/O,NAIRN AVE,ON,November,0
***43575,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,42 HOLWOOD AVE,,,ON,November,0
***43662,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:31,AT,10 WILLOWRIDGE RD,,,ON,November,0
***48093,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,189 BEATRICE ST,,,ON,November,0
***12254,2022-11-26,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:31,NR,20 STEWART ST,,,ON,November,0
***16931,2022-11-26,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:31,NR,69 LYNN WILLIAMS ST,,,ON,November,0
***39740,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,426 SHAW ST,,,ON,November,0
***56350,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,OPP,136 CLINTON ST,,,ON,November,0
***42244,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43576,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,42 HOLWOOD AVE,,,ON,November,0
***43663,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:32,AT,10 WILLOWRIDGE RD,,,AB,November,0
***81991,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:32,NR,195 BARRINGTON AVE,,,ON,November,0
***83475,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,180 JOHN ST,,,MI,November,0
***42510,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,180 JOHN ST,,,ON,November,0
***56351,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,OPP,136 CLINTON ST,,,ON,November,0
***79551,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:33,,25 SELBY ST,,,ON,November,0
***42245,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,E/S,MARGUERETTA ST,S/O,BLOOR ST W,QC,November,0
***43577,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,38 HOLWOOD AVE,,,ON,November,0
***43664,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:33,AT,10 WILLOWRIDGE RD,,,ON,November,0
***83476,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,180 JOHN ST,,,ON,November,0
***42511,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,180 JOHN ST,,,QC,November,0
***43578,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,38 HOLWOOD AVE,,,ON,November,0
***16932,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,OPP,100 WESTERN BATTERY RD,,,ON,November,0
***39741,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,426 SHAW ST,,,ON,November,0
***56352,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,OPP,158 CLINTON ST,,,ON,November,0
***39294,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,2 THORNTON AVE,,,ON,November,0
***42246,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43579,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,20 HOLWOOD AVE,,,ON,November,0
***48094,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,189 BEATRICE ST,,,ON,November,0
***48095,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,189 BEATRICE ST,,,ON,November,0
***39742,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,426 SHAW ST,,,ON,November,0
***43580,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,20 HOLWOOD AVE,,,ON,November,0
***82326,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:36,NR,552 YONGE ST,,,ON,November,0
***27716,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:37,,80 EASTWOOD PARK GARDENS,,,ON,November,0
***42247,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43581,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,NR,16 HOLWOOD AVE,,,ON,November,0
***43911,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:37,AT,99 BROADWAY AVE,,,ON,November,0
***48096,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,NR,189 BEATRICE ST,,,ON,November,0
***16933,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,OPP,50 WESTERN BATTERY RD,,,ON,November,0
***39295,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:38,NR,604 HARVIE AVE,,,ON,November,0
***43912,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:38,AT,99 BROADWAY AVE,,,ON,November,0
***43582,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,267 KANE AVE,,,ON,November,0
***39296,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,NR,624 HARVIE AVE,,,ON,November,0
***42248,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,E/S,MARGUERETTA ST,S/O,BLOOR ST W,NS,November,0
***43583,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,250 KANE AVE,,,ON,November,0
***83477,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,16 SOHO ST,,,ON,November,0
***42249,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,E/S,MARGUERETTA ST,S/O,BLOOR ST W,ON,November,0
***43584,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,NR,250 KANE AVE,,,ON,November,0
***43913,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:42,AT,99 BROADWAY AVE,,,ON,November,0
***47478,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:42,AT,32 FOREST MANOR RD,,,ON,November,0
***82327,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:42,NR,31 ST JOSEPH ST,,,ON,November,0
***15503,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:43,,931 PROGRESS AVE,,,ON,November,0
***43665,2022-11-26,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:43,NR,43 WILLOWRIDGE RD,,,OH,November,0
***92846,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:43,NR,61 MC GEE ST,,,ON,November,0
***92847,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,NR,69 MC GEE ST,,,ON,November,0
***42250,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON,November,0
***42512,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,NR,44 PHOEBE ST,,,ON,November,0
***42251,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:46,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON,November,0
***27717,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:47,,150 LONG BRANCH AV E,,,ON,November,0
***39297,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:47,NR,59 BRANSTONE RD,,,PA,November,0
***42252,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON,November,0
***43585,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,NR,356 BLACKTHORN AVE,,,ON,November,0
***42253,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON,November,0
***43586,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,NR,384 BLACKTHORN AVE,,,ON,November,0
***83478,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:50,S/S,BULWER ST,W/O,SOHO ST,ON,November,0
***42513,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:50,S/S,BULWER ST,W/O,SOHO ST,ON,November,0
***79552,2022-11-26,3,PARK ON PRIVATE PROPERTY,30,00:51,,100 MAITLAND ST,,,ON,November,0
***42254,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON,November,0
***42514,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:51,S/S,BULWER ST,W/O,SOHO ST,ON,November,0
***39298,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,OPP,24 BRANSTONE RD,,,ON,November,0
***43587,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,NR,60 AILEEN AVE,,,ON,November,0
***48097,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:52,NR,198 MONTROSE AVE,,,ON,November,0
***39299,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:53,OPP,24 BRANSTONE RD,,,ON,November,0
***42255,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:53,E/S,ST CLARENS AVE,S/O,BLOOR ST W,ON,November,0
***48098,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:53,NR,198 MONTROSE AVE,,,ON,November,0
***81992,2022-11-26,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:53,OPP,1069 LOGAN AVE,,,ON,November,0
***43588,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,18 AILEEN AVE,,,ON,November,0
***82328,2022-11-26,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,6 ST JOSEPH ST,,,ON,November,0
