Tag,Issue_Date,Code,Description,Fine Amount,Issue Time,Proximity,Address,Proximity_optional,Address_optional,Province,Month,Hour
***28222,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:08,NR,224 WESTMOUNT AVE,,,ON,November,0
***42305,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:08,E/S,WALMER RD,S/O,BERNARD AVE,ON,November,0
***82137,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:08,AT,220 WOOLNER AVE,,,ON,November,0
***04503,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:08,NR,13 FISHER ST,,,ON,November,0
***78477,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,NR,60 GRANGE AVE,,,ON,November,0
***84740,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:09,NR,5 SPRUCE HILL RD,,,ON,November,0
***19623,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,N/S,DURHAM AVE,W/O,WINNETT AVE,ON,November,0
***04504,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,NR,11 FISHER ST,,,ON,November,0
***27088,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,S/S,SHANLY ST,W/O,WESTMORELAND AVE,ON,November,0
***62110,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:10,,2899 STEELES AVE WEST,,,ON,November,0
***27677,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:10,,15 MARTHA EATON WAY,,,ON,November,0
***83441,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:10,,15 COUGAR CT,,,ON,November,0
***78478,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,NR,60 GRANGE AVE,,,ON,November,0
***55515,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,00:10,N/S,ELM ST,W/O,YONGE ST,ON,November,0
***55832,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,NR,113 HIGHFIELD RD,,,ON,November,0
***82138,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:10,AT,220 WOOLNER AVE,,,ON,November,0
***01281,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,NR,27 TYNDALL AVE,,,ON,November,0
***04505,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,NR,7 FISHER ST,,,ON,November,0
***32427,2022-11-22,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,00:10,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON,November,0
***82139,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:11,AT,220 WOOLNER AVE,,,ON,November,0
***04506,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:11,NR,1 FISHER ST,,,QC,November,0
***84741,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:12,NR,81 BEECH AVE,,,ON,November,0
***55833,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,129 HIGHFIELD RD,,,ON,November,0
***32428,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,S/S,PARKDALE RD,E/O,GLENDALE AVE,ON,November,0
***83442,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:14,,15 COUGAR CT,,,ON,November,0
***78479,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,30 HURON ST,,,ON,November,0
***19624,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:14,OPP,411 ARLINGTON AVE,,,ON,November,0
***48875,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,55 TWELFTH ST,,,ON,November,0
***04507,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,10 PARR ST,,,ON,November,0
***32429,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,S/S,PARKDALE RD,W/O,SUNNYSIDE AVE,ON,November,0
***32430,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:15,S/S,PARKDALE RD,W/O,SUNNYSIDE AVE,ON,November,0
***84742,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,109 BEECH AVE,,,ON,November,0
***19625,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,403 ARLINGTON AVE,,,ON,November,0
***42306,2022-11-22,336,PARK-FAIL TO DISPLAY PERMIT,30,00:16,N/S,BERNARD AVE,E/O,BRUNSWICK AVE,ON,November,0
***48876,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,NR,49 TWELFTH ST,,,ON,November,0
***19467,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:17,,444 LUMSDENA VE,,,ON,November,0
***01282,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:17,NR,20 SPENCER AVE,,,ON,November,0
***19626,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:18,NR,403 ARLINGTON AVE,,,ON,November,0
***01283,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:18,NR,20 SPENCER AVE,,,ON,November,0
***84743,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:19,E/S,BEECH AVE,S/O,CEDAR AVE,ON,November,0
***19627,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:19,OPP,403 ARLINGTON AVE,,,ON,November,0
***55834,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:19,NR,1727 DUNDAS ST E,,,BC,November,0
***04255,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:20,,23 WEST POINT LANE,,,ON,November,0
***19628,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,397 ARLINGTON AVE,,,ON,November,0
***82140,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,13 BUSHEY AVE,,,ON,November,0
***04508,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:20,NR,250 GLADSTONE AVE,,,ON,November,0
***19629,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,397 ARLINGTON AVE,,,ON,November,0
***90888,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,11 SHERWOOD AVE,,,ON,November,0
***01284,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,NR,47 SPENCER AVE,,,ON,November,0
***82141,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,19 BUSHEY AVE,,,ON,November,0
***04509,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,312 GLADSTONE AVE,,,ON,November,0
***32431,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,OPP,65 COE HILL DR,,,ON,November,0
***19630,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,389 ARLINGTON AVE,,,ON,November,0
***48877,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,35 TENTH ST,,,ON,November,0
***55835,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,3 BILLINGS AVE,,,ON,November,0
***01285,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:23,NR,47 SPENCER AVE,,,ON,November,0
***82142,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,NR,63 BUSHEY AVE,,,ON,November,0
***04510,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:24,NR,36 RUSHOLME PARK CRES,,,ON,November,0
***83535,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:25,,50 PANORAMA COURT,,,ON,November,0
***32432,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,NR,100 COE HILL DR,,,ON,November,0
***05619,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:26,,3 GLAMORGAN AVE,,,ON,November,0
***48878,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,117 NINTH ST,,,ON,November,0
***01286,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,65 SPENCER AVE,,,ON,November,0
***04511,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,10 RUSHOLME PARK CRES,,,ON,November,0
***83537,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:28,,50 PANORAMA COURT,,,ON,November,0
***83538,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:28,,46 PANORAMA COURT,,,ON,November,0
***05620,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:28,,3 GLAMORGAN AVE,,,ON,November,0
***15431,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:28,,5 SAN ROMANO WAY,,,ON,November,0
***19631,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,S/S,BUDE ST,W/O,WINONA DR,ON,November,0
***55836,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,97 BILLINGS AVE,,,ON,November,0
***32433,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,OPP,101 COE HILL DR,,,ON,November,0
***95104,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:29,,151 TOYROK DR,,,ON,November,0
***19468,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:29,,66 WALPOLE AVE,,,ON,November,0
***42307,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,N/S,BARTON AVE,E/O,CHRISTIE ST,ON,November,0
***48879,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,47 NINTH ST,,,ON,November,0
***04512,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,2 RUSHOLME PARK CRES,,,ON,November,0
***27089,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,895 DOVERCOURT RD,,,ON,November,0
***84744,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,OPP,270 BEECH AVE,,,ON,November,0
***19632,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,47 BUDE ST,,,ON,November,0
***01287,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,75 SPENCER AVE,,,NF,November,0
***27090,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,920 DOVERCOURT RD,,,ON,November,0
***63863,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:31,,21 WELSFORD GARDENS,,,ON,November,0
***19469,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:31,,66 WALPOLE AVE,,,ON,November,0
***19633,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,53 BUDE ST,,,ON,November,0
***55837,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,NR,85 BILLINGS AVE,,,ON,November,0
***32434,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,OPP,5 BUDGELL TER,,,ON,November,0
***05621,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:32,,3 GLAMORGAN AVE,,,ON,November,0
***15432,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:32,,5 SAN ROMANO WAY,,,ON,November,0
***63864,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:32,,21 WELSFORD GARDENS,,,ON,November,0
***84745,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:32,NR,309 BEECH AVE,,,ON,November,0
***19470,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:33,,66 WALPOLE AVE,,,ON,November,0
***27678,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:33,,15 MARTHA EATON WAY,,,ON,November,0
***42308,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,N/S,BARTON AVE,W/O,PALMERSTON AVE,ON,November,0
***48880,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,57 SIXTH ST,,,ON,November,0
***55838,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,55 BILLINGS AVE,,,ON,November,0
***05622,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:34,,3 GLAMORGAN AVE,,,ON,November,0
***27679,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:34,,15 MARTHA EATON WAY,,,ON,November,0
***37347,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:34,NR,25 ADRA GRADO WAY,,,ON,November,0
***19634,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:34,NR,39 STRADER AVE,,,ON,November,0
***28223,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,8 HIGHVIEW CRES,,,ON,November,0
***27091,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,965 DOVERCOURT RD,,,ON,November,0
***32435,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,OPP,134 WINDERMERE AVE,,,ON,November,0
***63865,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:35,,21 WELSFORD GARDENS,,,ON,November,0
***28224,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,8 HIGHVIEW CRES,,,ON,November,0
***55839,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,51 BILLINGS AVE,,,ON,November,0
***04513,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,OPP,30 HEYDON PARK RD,,,ON,November,0
***32436,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,OPP,134 WINDERMERE AVE,,,ON,November,0
***27680,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:36,,15 MARTHA EATON WAY,,,ON,November,0
***37348,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:36,NR,25 ADRA GRADO WAY,,,ON,November,0
***84746,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,25 PICKERING ST,,,ON,November,0
***48881,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,23 SIXTH ST,,,ON,November,0
***27681,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:37,,15 MARTHA EATON WAY,,,ON,November,0
***84747,2022-11-22,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,00:37,NR,31 PICKERING ST,,,ON,November,0
***28225,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,NR,34 HIGHVIEW CRES,,,ON,November,0
***82143,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:37,NR,35 BETTY NAGLE ST,,,ON,November,0
***27092,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:37,NR,975 DOVERCOURT RD,,,ON,November,0
***19635,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:38,S/S,CLOVELLY AVE,E/O,GLENHOLME AVE,ON,November,0
***42309,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:38,S/S,YARMOUTH GDNS,W/O,PALMERSTON AVE,ON,November,0
***48882,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:38,NR,1 SIXTH ST,,,ON,November,0
***01288,2022-11-22,336,PARK-FAIL TO DISPLAY PERMIT,30,00:38,NR,96 COWAN AVE,,,ON,November,0
***28226,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,34 HIGHVIEW CRES,,,ON,November,0
***48883,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,1 SIXTH ST,,,ON,November,0
***01289,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,96 COWAN AVE,,,ON,November,0
***04514,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,50 SHANNON ST,,,ON,November,0
***19636,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,NR,756 VAUGHAN RD,,,ON,November,0
***28227,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,NR,8 HIGHVIEW CRES,,,ON,November,0
***27093,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,NR,1045 DOVERCOURT RD,,,ON,November,0
***28228,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,8 HIGHVIEW CRES,,,ON,November,0
***48884,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,2 SEVENTH ST,,,ON,November,0
***01290,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:41,NR,88 COWAN AVE,,,ON,November,0
***84748,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,NR,119 PICKERING ST,,,ON,November,0
***27094,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,NR,1044 DOVERCOURT RD,,,ON,November,0
***32437,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,NR,65 WINDERMERE AVE,,,ON,November,0
***48885,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:43,NR,10 SEVENTH ST,,,ON,November,0
***27682,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:44,,15 MARTHA EATON WAY,,,ON,November,0
***42310,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,N/S,VERMONT AVE,W/O,PALMERSTON AVE,ON,November,0
***01291,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,NR,28 COWAN AVE,,,ON,November,0
***32438,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,NR,65 WINDERMERE AVE,,,ON,November,0
***27683,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:45,,15 MARTHA EATON WAY,,,ON,November,0
***37349,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:45,AT,2756 OLD LESLIE ST,,,ON,November,0
***48886,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,NR,86 SEVENTH ST,,,ON,November,0
***66227,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:45,NR,77 MUTUAL ST,,,ON,November,0
***69980,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,NR,540 MAIN ST,,,ON,November,0
***84749,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:46,NR,165 PICKERING ST,,,ON,November,0
***42311,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:46,N/S,VERMONT AVE,W/O,BATHURST ST,MB,November,0
***66228,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:46,NR,77 MUTUAL ST,,,ON,November,0
***04515,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:46,S/S,HARRISON ST,E/O,OSSINGTON AVE,ON,November,0
***24779,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:47,NR,59 HILLSDALE AVE E,,,ON,November,0
***27095,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:47,NR,55 HALLAM ST,,,ON,November,0
***05623,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:48,,450 SCARBOROUGH GOLF CLUB RD,,,ON,November,0
***27685,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:48,,15 MARTHA EATON WAY,,,ON,November,0
***24780,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,NR,59 HILLSDALE AVE E,,,AZ,November,0
***66229,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:48,NR,77 MUTUAL ST,,,ON,November,0
***69981,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,NR,566 MAIN ST,,,NB,November,0
***32439,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,N/S,ORMSKIRK AVE,E/O,SOUTH KINGSWAY,ON,November,0
***27686,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:49,,15 MARTHA EATON WAY,,,ON,November,0
***23456,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,NR,103 PRISCILLA AVE,,,ON,November,0
***04516,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,NR,54 GROVE AVE,,,ON,November,0
***27096,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:49,NR,100 HALLAM ST,,,ON,November,0
***05624,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:50,,450 SCARBOROUGH GOLF CLUB RD,,,ON,November,0
***24781,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:50,NR,33 HILLSDALE AVE E,,,ON,November,0
***29421,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:50,NR,20 WILLIE CRT,,,ON,November,0
***28229,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,NR,14 LAUDER AVE,,,ON,November,0
***55840,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,NR,2 FIRST AVE,,,ON,November,0
***27097,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,NR,116 HALLAM ST,,,ON,November,0
***32440,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,E/S,RIPLEY AVE,S/O,ORMSKIRK AVE,ON,November,0
***84750,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,NR,133 HANNAFORD ST,,,ON,November,0
***03829,2022-11-22,336,PARK-FAIL TO DISPLAY PERMIT,30,00:52,NR,28 DUNN AVE,,,ON,November,0
***05650,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:53,,450 SCARBOROUGH GOLF CLUB RD,,,ON,November,0
***04517,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:53,NR,41 ROLYAT ST,,,ON,November,0
***28230,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,2 NORTHCLIFFE BLVD,,,ON,November,0
***42312,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,N/S,FOLLIS AVE,W/O,BATHURST ST,ON,November,0
***05651,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:55,,450 SCARBOROUGH GOLF CLUB RD,,,ON,November,0
***04518,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,NR,27 ROLYAT ST,,,ON,November,0
***32441,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,OPP,20 INNISFREE CRT,,,ON,November,0
***28231,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:56,NR,2 NORTHCLIFFE BLVD,,,ON,November,0
***63866,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:57,,30 GILDER DR,,,ON,November,0
***48887,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:57,NR,57 THIRD ST,,,ON,November,0
***05652,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:58,,450 SCARBOROUGH GOLF CLUB RD,,,ON,November,0
***63867,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,00:58,,30 GILDER DR,,,ON,November,0
***28232,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:58,NR,2 NORTHCLIFFE BLVD,,,ON,November,0
***03830,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,00:58,NR,100 CLOSE AVE,,,ON,November,0
***32523,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,01:00,,3 ROWNTREE RD,,,ON,November,1
***97508,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,01:00,,55 WYNFORD HEIGHTS CRESCENT,,,ON,November,1
***97509,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,01:00,,55 WYNFORD HEIGHTS CRESCENT,,,ON,November,1
***97510,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,01:00,,55 WYNFORD HEIGHTS CRESCENT,,,ON,November,1
