tag,issue_date,code,description,fine_amount,issue_time,proximity,address,proximity_optional,address_optional,province
***30933,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:08,NR,198 OSSINGTON AVE,,,ON
***30995,2022-11-24,415,PARK COMMERC LOAD ZONE NOT LDG,40,00:08,NR,461 KING ST W,,,ON
***32899,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,N/S,LAPPIN AVE,E/O,EMERSON AVE,ON
***30934,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:09,NR,180 OSSINGTON AVE,,,ON
***32900,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,N/S,LAPPIN AVE,E/O,EMERSON AVE,ON
***70774,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,NR,22 MC CAUL ST,,,ON
***87880,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:10,NR,32 FULTON AVE,,,ON
***78461,2022-11-24,347,PARK IN A FIRE ROUTE,250,00:11,,3101 WESTON RD,,,ON
***43948,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:11,,150 LONG BRANCH AVE,,,ON
***70775,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:11,NR,22 MC CAUL ST,,,ON
***30935,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:11,NR,145 OSSINGTON AVE,,,ON
***78462,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:12,,3101 WESTON RD,,,ON
***32901,2022-11-24,336,PARK-FAIL TO DISPLAY PERMIT,30,00:12,N/S,LAPPIN AVE,E/O,EMERSON AVE,ON
***30936,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:12,NR,132 OSSINGTON AVE,,,ON
***43949,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:13,,150 LONG BRANCH AVE,,,ON
***07511,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,31 HOMEWOOD AVE,,,ON
***70776,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,NR,95 MC CAUL ST,,,ON
***87881,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:13,OPP,4 FULTON AVE,,,ON
***87882,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,OPP,12 FULTON AVE,,,ON
***30937,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:14,NR,106 OSSINGTON AVE,,,ON
***63877,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:15,,777 WARDEN AVE,,,ON
***34430,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:15,AT,55 ERSKINE AVE,,,ON
***35016,2022-11-24,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:15,NR,1 WOOD ST,,,ON
***32902,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,N/S,LAPPIN AVE,W/O,DUFFERIN ST,ON
***34431,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:16,AT,55 ERSKINE AVE,,,ON
***34432,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:16,AT,55 ERSKINE AVE,,,ON
***87883,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:16,OPP,32 FULTON AVE,,,ON
***29371,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:17,OPP,578 RIDELLE AVE,,,ON
***32903,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:17,N/S,LAPPIN AVE,W/O,DUFFERIN ST,ON
***32904,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:18,N/S,LAPPIN AVE,W/O,DUFFERIN ST,ON
***34433,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:18,AT,55 ERSKINE AVE,,,ON
***32905,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:19,S/S,LAPPIN AVE,W/O,DUFFERIN ST,ON
***87884,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:19,OPP,81 FULTON AVE,,,ON
***35505,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:19,NR,180 SUDBURY ST,,,ON
***63878,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:21,,777 WARDEN AVE,,,ON
***82150,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:21,,145 LONG BRANCH AVE,,,ON
***97651,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:21,OPP,48 MILLWOOD RD,,,ON
***23728,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:21,AT,105 GEORGE APPLETON WAY,,,ON
***30996,2022-11-24,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,00:21,NR,52 STEWART ST,,,ON
***32906,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,S/S,LAPPIN AVE,W/O,DUFFERIN ST,ON
***32907,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,S/S,LAPPIN AVE,W/O,DUFFERIN ST,ON
***87885,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:22,NR,125 FULTON AVE,,,ON
***39647,2022-11-24,4,PARK ON MUNICIPAL PROPERTY,30,00:23,AT,55 FOREST MANOR RD,,,ON
***23729,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:23,AT,65 GEORGE APPLETON WAY,,,ON
***07512,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:24,NR,77 MUTUAL ST,,,ON
***34434,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,OPP,20 ROSELAWN AVE,,,ON
***34435,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:24,OPP,20 ROSELAWN AVE,,,ON
***23730,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:24,AT,65 GEORGE APPLETON WAY,,,ON
***32908,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,S/S,LAPPIN AVE,E/O,EMERSON AVE,ON
***97652,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:25,OPP,166 MILLWOOD RD,,,ON
***44481,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:26,NR,77 MUTUAL ST,,,ON
***29372,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,27 GLENORA AVE,,,ON
***32869,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,109 WESTMOUNT AVE,,,ON
***90040,2022-11-24,257,PARK CONTRARY POSTED CONDITION,100,00:26,AT,340 PARK LAWN RD,,,ON
***30997,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:26,NR,38 STEWART ST,,,OH
***82151,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:27,,145 LONG BRANCH AVE,,,ON
***32909,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,S/S,LAPPIN AVE,E/O,EMERSON AVE,ON
***70777,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:27,OPP,30 GRAND TRUNK CRES,,,ON
***87886,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,223 FULTON AVE,,,ON
***90041,2022-11-24,257,PARK CONTRARY POSTED CONDITION,100,00:27,AT,340 PARK LAWN RD,,,ON
***30998,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:27,NR,38 STEWART ST,,,ON
***32548,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:27,AT,65 GEORGE APPLETON WAY,,,ON
***44482,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:28,NR,77 MUTUAL ST,,,ON
***29373,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,9 GLENORA AVE,,,ON
***90042,2022-11-24,257,PARK CONTRARY POSTED CONDITION,100,00:28,AT,340 PARK LAWN RD,,,ON
***30999,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:28,NR,20 STEWART ST,,,ON
***32549,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:28,AT,65 GEORGE APPLETON WAY,,,ON
***04256,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:29,,21 WEST POINT LANE,,,ON
***32910,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,S/S,LAPPIN AVE,E/O,EMERSON AVE,ON
***34436,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:29,NR,111 ORCHARD VIEW BLVD,,,ON
***04257,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:30,,23 WEST POINT LANE,,,ON
***48839,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:30,AT,85 QUEENS WHARF RD,,,ON
***87887,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,214 FULTON AVE,,,ON
***31000,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,20 STEWART ST,,,MB
***31001,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:30,NR,20 STEWART ST,,,ON
***29374,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,N/S,MOIR AVE,W/O,VAUGHAN RD,ON
***32911,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:31,S/S,LAPPIN AVE,E/O,ST CLARENS AVE,ON
***48840,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:31,AT,85 QUEENS WHARF RD,,,ON
***48841,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:31,AT,85 QUEENS WHARF RD,,,ON
***04258,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:32,,25 WEST POINT LANE,,,ON
***39648,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:32,AT,103 PARKWAY FOREST DR,,,ON
***48842,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:32,AT,85 QUEENS WHARF RD,,,ON
***63882,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:33,,777 WARDEN AVE,,,ON
***32912,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,S/S,LAPPIN AVE,E/O,LANSDOWNE AVE,ON
***39649,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:33,AT,103 PARKWAY FOREST DR,,,ON
***48843,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:33,AT,85 QUEENS WHARF RD,,,ON
***48844,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:33,AT,85 QUEENS WHARF RD,,,ON
***90043,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,10 CROWN HILL PL,,,ON
***31002,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:33,NR,75 PORTLAND ST,,,ON
***83544,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:34,,46 PANORAMA COURT,,,ON
***04259,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:34,,35 WEST POINT LANE,,,ON
***39650,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:34,AT,103 PARKWAY FOREST DR,,,ON
***31003,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:34,NR,75 PORTLAND ST,,,ON
***83502,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:35,,255 RANEE AVE,,,ON
***29375,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,115 KENWOOD AVE,,,ON
***70778,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,18 BEVERLEY ST,,,ON
***74880,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:35,AT,11 LIVONIA PL,,,ON
***90044,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:35,NR,9 CROWN HILL PL,,,ON
***83545,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:36,,46 PANORAMA COURT,,,ON
***04260,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:36,,37 WEST POINT LANE,,,ON
***63883,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:36,,777 WARDEN AVE,,,ON
***70779,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,18 BEVERLEY ST,,,ON
***90045,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,7 CROWN HILL PL,,,ON
***31004,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:36,NR,75 PORTLAND ST,,,ON
***35506,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:36,NR,1087 QUEEN ST W,,,ON
***04261,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:38,,41 WEST POINT LANE,,,ON
***63884,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:38,,777 WARDEN AVE,,,ON
***29376,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,N/S,MAPLEWOOD AVE,W/O,VAUGHAN RD,ON
***32870,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,2 NORTHCOTE AVE,,,ON
***32871,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:39,NR,2 NORTHCOTE AVE,,,ON
***04262,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:40,,43 WEST POINT LANE,,,ON
***44483,2022-11-24,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:40,E/S,VICTORIA ST,N/O,QUEEN ST E,ON
***29377,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,N/S,MAPLEWOOD AVE,W/O,VAUGHAN RD,ON
***90046,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:40,NR,1 CROWN HILL PL,,,ON
***63885,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:41,,777 WARDEN AVE,,,ON
***83503,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:41,,255 RANEE AVE,,,ON
***32872,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:42,NR,2 NORTHCOTE AVE,,,ON
***29378,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:43,N/S,LOUISE AVE,E/O,WYCHWOOD AVE,ON
***32550,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:43,AT,160 CHALKFARM DR,,,ON
***30150,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:44,,40 GORDONRIDGE PLACE,,,ON
***63886,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:44,,777 WARDEN AVE,,,ON
***82511,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:44,,24 BEAD FERNWAY,,,ON
***83504,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:44,,255 RANEE AVE,,,ON
***74528,2022-11-24,257,PARK CONTRARY POSTED CONDITION,100,00:44,AT,2125 LAWRENCE AVE W,,,ON
***75256,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,OPP,206 MC CAUL ST,,,ON
***90047,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:44,NR,8 HILL HEIGHTS RD,,,ON
***32551,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:44,AT,160 CHALKFARM DR,,,ON
***29379,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:45,N/S,LOUISE AVE,E/O,KENWOOD AVE,ON
***32913,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:45,AT,5 ADRIAN AVE,,,ON
***83505,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:46,,255 RANEE AVE,,,ON
***32914,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:46,AT,5 ADRIAN AVE,,,ON
***39651,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:46,AT,4751 LESLIE ST,,,ON
***32552,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:46,AT,160 CHALKFARM DR,,,ON
***32553,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:47,AT,160 CHALKFARM DR,,,ON
***82512,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:48,,130 ROCK FERNWAY,,,ON
***35507,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:48,NR,18 LAIDLAW ST,,,ON
***32915,2022-11-24,336,PARK-FAIL TO DISPLAY PERMIT,30,00:49,W/S,WILTSHIRE AVE,N/O,ADRIAN AVE,ON
***86133,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:50,,2 PENGARTH CRT,,,ON
***90048,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:50,NR,5 NEWHOLM RD,,,ON
***32554,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:50,AT,170 CHALKFARM DR,,,ON
***35508,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:50,OPP,62 JOE SHUSTER WAY,,,ON
***90049,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:51,NR,8 NEWHOLM RD,,,ON
***32555,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:51,AT,170 CHALKFARM DR,,,ON
***32916,2022-11-24,336,PARK-FAIL TO DISPLAY PERMIT,30,00:52,W/S,WILTSHIRE AVE,S/O,DAVENPORT RD,ON
***74529,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,NR,67 MAHONEY AVE,,,ON
***75257,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,NR,87 D'ARCY ST,,,ON
***87888,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,NR,789 CRAVEN RD,,,ON
***35509,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:52,OPP,38 JOE SHUSTER WAY,,,ON
***32917,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:53,W/S,WILTSHIRE AVE,S/O,DAVENPORT RD,ON
***75581,2022-11-24,355,PARK IN ACCESSIBLE NO PERMIT,450,00:54,NR,85 BORDEN ST,,,ON
***48845,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,E/S,WALMER RD,S/O,DUPONT ST,BC
***82230,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:54,AT,5500 YONGE ST,,,ON
***82231,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:54,AT,5500 YONGE ST,,,ON
***87889,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,777 CRAVEN RD,,,ON
***90050,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:54,NR,5 KINSDALE BLVD,,,ON
***37899,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,W/S,WILTSHIRE AVE,N/O,DAVENPORT RD,ON
***48846,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,E/S,WALMER RD,S/O,DUPONT ST,ON
***74530,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:55,NR,67 MAHONEY AVE,,,AZ
***82232,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:55,AT,5500 YONGE ST,,,ON
***32556,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:55,AT,180 CHALKFARM DR,,,ON
***09934,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:56,,501 ADELAIDE ST E,,,ON
***87890,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:56,NR,699 CRAVEN RD,,,ON
***90051,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:56,NR,5 KINSDALE BLVD,,,ON
***32557,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:56,AT,180 CHALKFARM DR,,,ON
***82513,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:57,,15 BEAD FERNWAY,,,ON
***37900,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:57,W/S,WILTSHIRE AVE,N/O,CONNOLLY ST,ON
***48847,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:57,E/S,WALMER RD,S/O,BERNARD AVE,ON
***90052,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:57,NR,5 KINSDALE BLVD,,,ON
***95230,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:58,,2 PENGARTH CRT,,,ON
***82233,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:58,N/S,TOLMAN ST,W/O,YONGE ST,ON
***82234,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,00:58,N/S,TOLMAN ST,W/O,YONGE ST,ON
***82514,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,00:59,,18 BRACKEN FERNWAY,,,ON
***37901,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:59,W/S,WILTSHIRE AVE,N/O,CONNOLLY ST,ON
***74531,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:59,NR,10 SOMERVILLE AVE,,,ON
***75258,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:59,NR,106 BALDWIN ST,,,ON
***90053,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:59,NR,5 KINSDALE BLVD,,,ON
***31005,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,00:59,NR,46 EAST LIBERTY ST,,,ON
***35510,2022-11-24,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,00:59,NR,11 ORDNANCE ST,,,ON
***86134,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:00,,2 PENGARTH CRT,,,ON
***34066,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:00,AT,242 JOHN GARLAND BLVD,,,ON
***90054,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:00,NR,9 KINSDALE BLVD,,,ON
***31006,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:00,NR,46 EAST LIBERTY ST,,,ON
***32558,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:00,AT,190 CHALKFARM DR,,,ON
***82515,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:01,,19 SLENDER FERNWAY,,,ON
***74532,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:01,NR,10 SOMERVILLE AVE,,,ON
***75259,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:01,NR,114 BALDWIN ST,,,ON
***90055,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:01,NR,9 KINSDALE BLVD,,,ON
***32559,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:01,AT,190 CHALKFARM DR,,,ON
***44484,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:02,AT,170 BAYVIEW AVE,,,ON
***48848,2022-11-24,336,PARK-FAIL TO DISPLAY PERMIT,30,01:02,W/S,BRUNSWICK AVE,S/O,DUPONT ST,ON
***90056,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:02,NR,9 KINSDALE BLVD,,,ON
***32560,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:02,AT,200 CHALKFARM DR,,,ON
***86135,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:03,,2 PENGARTH CRT,,,ON
***29380,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:03,NR,46 KENWOOD AVE,,,ON
***90057,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:03,NR,9 KINSDALE BLVD,,,ON
***31007,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:03,NR,46 EAST LIBERTY ST,,,ON
***37902,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:04,E/S,LAUGHTON AVE,N/O,HOUNSLOW HEATH RD,ON
***32561,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:04,AT,200 CHALKFARM DR,,,ON
***32562,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:04,AT,200 CHALKFARM DR,,,ON
***34437,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:05,AT,1 YORKVILLE AVE,,,ON
***37903,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:05,E/S,LAUGHTON AVE,N/O,HOUNSLOW HEATH RD,ON
***32563,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:05,AT,200 CHALKFARM DR,,,ON
***29381,2022-11-24,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,01:07,NR,95 KENWOOD AVE,,,ON
***37904,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:07,E/S,LAUGHTON AVE,N/O,CONNOLLY ST,ON
***32873,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:08,NR,39 NORTHCOTE AVE,,,ON
***43969,2022-11-24,3,PARK ON PRIVATE PROPERTY,30,01:08,AT,241 CASSANDRA BLVD,,,ON
***29382,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:09,NR,104 KENWOOD AVE,,,ON
***37905,2022-11-24,29,PARK PROHIBITED TIME NO PERMIT,30,01:09,NR,119 CONNOLLY ST,,,ON
